Symbol,Company Name,Security Name,Market Category,Test Issue,Financial Status,Round Lot Size,Debt_to_Equity,Total Assets,Cash,Goodwill & Intangible,Net Income,Return_on_TangibleAssets
BYBK,"Bay Bancorp, Inc.","Bay Bancorp, Inc. - Common Stock",S,N,N,100,0.13912824938026364,658972924.0,31566278.0,2241127.0,4841486.0,0.007744326666871082
BYFC,Broadway Financial Corporation,Broadway Financial Corporation - Common Stock,S,N,N,100,1.8083647232230593,440369000.0,15566000.0,0.0,-206000.0,-0.00048493066197743425
BYLK,Baylake Corp,Baylake Corp - Common Stock,S,N,N,100,0.5045518544106201,1093917000.0,70458000.0,0.0,8017000.0,0.007833240022316479
CA,CA Inc.,CA Inc. - Common Stock,Q,N,N,100,0.319665907365224,13103000000.0,2931000000.0,7771000000.0,476000000.0,0.19825072886297376
CAAS,"China Automotive Systems, Inc.","China Automotive Systems, Inc. - Common Stock",S,N,N,100,0.10201934546324608,650300000.0,83820000.0,0.0,2377000.0,0.0041960881231464485
CAC,Camden National Corporation,Camden National Corporation - Common Stock,Q,N,N,100,0.1247953698129548,4429521000.0,30561000.0,98225000.0,57203000.0,0.013300749755565036
CACB,Cascade Bancorp,Cascade Bancorp - Common Stock,S,N,N,100,0.0,3136672000.0,157268000.0,97795000.0,16771000.0,0.005820012361149622
CACC,Credit Acceptance Corporation,Credit Acceptance Corporation - Common Stock,Q,N,N,100,0.5043094297966288,7423200000.0,187400000.0,0.0,656100000.0,0.09067414798640096
CACG,Chart Acquisition Corp.,Chart Acquisition Corp. - Common Stock,S,N,D,100,0.3946671210665758,29842206.0,66907.0,0.0,-1026635.0,-0.03447941866175718
CACGU,Chart Acquisition Corp.,Chart Acquisition Corp. - Units,S,N,D,100,0.0,0.0,0.0,0.0,0.0,
CACGW,Chart Acquisition Corp.,Chart Acquisition Corp. - Warrants,S,N,D,100,0.0,0.0,0.0,0.0,0.0,
CACH,"Cache, Inc.","Cache, Inc. - Common Stock",Q,N,D,100,6.7730900798175595,53740000.0,545000.0,102000.0,-34434000.0,-0.6485600738327086
CACQ,Caesars Acquisition Company,Caesars Acquisition Company - Class A Common Stock,Q,N,N,100,0.0,1800300000.0,34200000.0,0.0,619100000.0,0.3505464016760093
CADC,"China Advanced Construction Materials Group, Inc.","China Advanced Construction Materials Group, Inc. - Common Stock",S,N,N,100,2.5849840861970255,56510467.0,1803989.0,0.0,-7399965.0,-0.13526670461220333
CADT,DT Asia Investments Limited,DT Asia Investments Limited - Ordinary Shares,S,N,N,100,0.0,0.0,0.0,0.0,0.0,
CADTR,DT Asia Investments Limited,DT Asia Investments Limited - Right,S,N,N,100,0.0,0.0,0.0,0.0,0.0,
CADTU,DT Asia Investments Limited,DT Asia Investments Limited - Unit,S,N,N,100,0.0,0.0,0.0,0.0,0.0,
CADTW,DT Asia Investments Limited,DT Asia Investments Limited - Warrant,S,N,N,100,0.0,0.0,0.0,0.0,0.0,
CAKE,The Cheesecake Factory Incorporated,The Cheesecake Factory Incorporated - Common Stock,Q,N,N,100,0.7312406644955242,2840593000.0,58416000.0,437207000.0,127293000.0,0.05428342366853307
CALA,"Calithera Biosciences, Inc.","Calithera Biosciences, Inc. - Common Stock",Q,N,N,100,0.05754567284063303,168768000.0,60437000.0,0.0,-89860000.0,-0.8294947891185349
CALD,"Callidus Software, Inc.","Callidus Software, Inc. - Common Stock",G,N,N,100,0.0,447447000.0,75251000.0,132700000.0,-20273000.0,-0.08464859538363897
CALI,China Auto Logistics Inc.,China Auto Logistics Inc. - Common Stock,G,N,D,100,0.48039203894271826,152934040.0,5742988.0,0.0,-12015948.0,-0.0816350439563405
CALL,magicJack VocalTec Ltd,magicJack VocalTec Ltd - Ordinary Shares,G,N,N,100,0.7131535632277336,144276000.0,62108000.0,40588000.0,-24963000.0,-0.6003607503607503
CALM,Cal,"Cal-Maine Foods, Inc. - Common Stock",Q,N,N,100,0.0007441041619170657,1117029000.0,67753000.0,59101000.0,54229000.0,0.05476708662610145
CAMB,Cambridge Capital Acquisition Corporation,Cambridge Capital Acquisition Corporation - Common Stock,S,N,D,100,0.0,0.0,0.0,0.0,0.0,
CAMBU,Cambridge Capital Acquisition Corporation,Cambridge Capital Acquisition Corporation - Unit,S,N,D,100,0.0,0.0,0.0,0.0,0.0,
CAMBW,Cambridge Capital Acquisition Corporation,Cambridge Capital Acquisition Corporation - Warrant,S,N,D,100,0.0,0.0,0.0,0.0,0.0,
CAMP,CalAmp Corp.,CalAmp Corp. - Common Stock,Q,N,N,100,1.0979790509459595,562411000.0,101634000.0,172085000.0,18398000.0,0.06372881825613456
CAMT,Camtek Ltd.,Camtek Ltd. - Ordinary Shares,G,N,N,100,0.0,144998000.0,61025000.0,0.0,18731000.0,0.22305979302871162
CAPN,"Capnia, Inc.","Capnia, Inc. - Common Stock",S,N,N,100,0.0,0.0,0.0,0.0,0.0,
CAPNW,"Capnia, Inc.","Capnia, Inc. - Series A Warrant",S,N,N,100,0.02970495751655851,38172000.0,20733000.0,16525000.0,-30774000.0,-33.669584245076585
CAR,"Avis Budget Group, Inc.","Avis Budget Group, Inc. - Common Stock",Q,N,N,100,7.036363636363636,23108000000.0,615000000.0,1875000000.0,165000000.0,0.00800271607333398
CARA,"Cara Therapeutics, Inc.","Cara Therapeutics, Inc. - Common Stock",G,N,N,100,0.02313175836711959,232959000.0,18305000.0,0.0,-106373000.0,-0.4955556383761775
CARB,"Carbonite, Inc.","Carbonite, Inc. - Common Stock",G,N,N,100,2.429902858976911,1214085000.0,98537000.0,935743000.0,7562000.0,0.0420566725063263
CARO,Carolina Financial Corporation,Carolina Financial Corporation - Common Stock,S,N,N,100,0.6124139136984827,4708873000.0,133203000.0,0.0,62740000.0,0.013711653156805451
CART,Carolina Trust Bank,Carolina Trust Bank - Common Stock,S,N,N,100,0.4204742706758497,622535000.0,42094000.0,8164000.0,2952000.0,0.005158341152973123
CARV,"Carver Bancorp, Inc.","Carver Bancorp, Inc. - Common Stock",S,N,N,100,0.0,569062000.0,37733000.0,0.0,-5936000.0,-0.011171985718829576
CARZ,First Trust NASDAQ Global Auto Index Fund,First Trust NASDAQ Global Auto Index Fund,G,N,N,100,0.0,0.0,0.0,0.0,0.0,
CASH,"Meta Financial Group, Inc.","Meta Financial Group, Inc. - Common Stock",Q,N,N,100,0.48881854741385006,6180926000.0,152189000.0,359656000.0,97004000.0,0.01711106262196642
CASI,"CASI Pharmaceuticals, Inc.","CASI Pharmaceuticals, Inc. - Common Stock",S,N,N,100,0.016075450100160506,109070000.0,63241000.0,17268000.0,-27471568.0,-0.96185595742446
CASM,"CAS Medical Systems, Inc.","CAS Medical Systems, Inc. - Common Stock",S,N,N,100,-4.104132996015633,10849612.0,3271999.0,821541.0,-5961171.0,-0.8823427281414408
CASS,"Cass Information Systems, Inc","Cass Information Systems, Inc - Common Stock",Q,N,N,100,0.0,1781010000.0,222738000.0,19064000.0,30268000.0,0.019664658707595074
CASY,"Caseys General Stores, Inc.","Caseys General Stores, Inc. - Common Stock",Q,N,N,100,0.8138437230500003,3922034000.0,43539000.0,0.0,203886000.0,0.052568328694506505
CATM,"Cardtronics, Inc.","Cardtronics, Inc. - Common Stock",Q,N,N,100,2.0834708962442696,1763958000.0,30115000.0,866517000.0,48274000.0,0.055658426012825626
CATY,Cathay General Bancorp,Cathay General Bancorp - Common Stock,Q,N,N,100,0.06323973799126638,18094144000.0,177240000.0,378485000.0,279135000.0,0.015915630707648162
CATYW,Cathay General Bancorp,Cathay General Bancorp - Warrant,Q,N,N,100,0.06323973799126638,18094144000.0,39566000.0,378485000.0,279135000.0,0.015791668441662986
CAVM,"Cavium, Inc.","Cavium, Inc. - Common Stock",Q,N,N,100,0.7659875287691252,1589050000.0,181601000.0,870709000.0,-68859000.0,-0.12829116518239744
CBAK,"China BAK Battery, Inc.","China BAK Battery, Inc. - Common Stock",G,N,N,100,9.924633914738367,132158980.0,750445.0,21999.0,0.0,0.0
CBAN,"Colony Bankcorp, Inc.","Colony Bankcorp, Inc. - Common Stock",G,N,N,100,0.7022082359565295,1477682000.0,55609000.0,19402000.0,11917400.0,0.008496218999323433
CBAY,CymaBay Therapeutics Inc.,CymaBay Therapeutics Inc. - Common Stock,S,N,N,100,0.01153755339472385,205727000.0,24869000.0,0.0,-102800000.0,-0.5684017295336673
CBDE,CBD Energy Limited,CBD Energy Limited - Ordinary Shares,S,N,K,100,0.0,0.0,0.0,0.0,0.0,
CBF,Capital Bank Financial Corp.,Capital Bank Financial Corp. - Class A Common Stock,Q,N,N,100,0.11348652277872967,10139985000.0,184129000.0,259230000.0,58164000.0,0.0059983751049076245
CBFV,"CB Financial Services, Inc.","CB Financial Services, Inc. - Common Stock",G,N,N,100,0.2949826932367949,1321537000.0,80217000.0,37420000.0,14327000.0,0.011900490073926406
CBIN,"Community Bank Shares of Indiana, Inc.","Community Bank Shares of Indiana, Inc. - Common Stock",S,N,N,100,0.0,0.0,0.0,0.0,0.0,
CBLI,"Cleveland BioLabs, Inc.","Cleveland BioLabs, Inc. - Common Stock",S,N,D,100,-0.0,2036852.0,1126124.0,0.0,-3114987.0,-3.4203263762616283
CBMG,"Cellular Biomedicine Group, Inc.","Cellular Biomedicine Group, Inc. - Common Stock",S,N,N,100,0.27841019111865206,97324300.0,15443649.0,0.0,-49984054.0,-0.6104501294206858
CBMX,CombiMatrix Corporation,CombiMatrix Corporation - Common Stock,S,N,N,100,0.03507773985589685,7739000.0,2382000.0,0.0,-4140000.0,-0.7728206085495614
CBNJ,"Cape Bancorp, Inc.","Cape Bancorp, Inc. - Common Stock",Q,N,N,100,1.9197225671907585,1584744000.0,19296000.0,24949000.0,12155000.0,0.007890300480558571
CBNK,"Chicopee Bancorp, Inc.","Chicopee Bancorp, Inc. - Common Stock",G,N,N,100,0.0,1428495000.0,2391000.0,0.0,16895000.0,0.011846962072892299
CBOE,"CBOE Holdings, Inc.","CBOE Holdings, Inc. - Common Stock",Q,N,N,100,0.2623847147535074,5019300000.0,150000000.0,4262000000.0,426500000.0,0.7022888193643998
CBPO,"China Biologic Products, Inc.","China Biologic Products, Inc. - Common Stock",Q,N,N,100,0.0012377667493796527,13695000000.0,99014190.0,87439495.0,128056302.0,0.009479650808748033
CBRL,"Cracker Barrel Old Country Store, Inc.","Cracker Barrel Old Country Store, Inc. - Common Stock",Q,N,N,100,0.8088549521375391,2136916000.0,72840000.0,0.0,223401000.0,0.10823293328346437
CBRX,"Columbia Laboratories, Inc.","Columbia Laboratories, Inc. - Common Stock",S,N,N,100,0.0,0.0,0.0,0.0,0.0,
CBSH,"Commerce Bancshares, Inc.","Commerce Bancshares, Inc. - Common Stock",Q,N,N,100,0.0,25876479000.0,512254000.0,148060000.0,433542000.0,0.017193018843269785
CBSHP,"Commerce Bancshares, Inc.","Commerce Bancshares, Inc. - Depositary Shares, each representing a 1/1000th interest of 6.00% Series B Non-Cumulative Perpetual Preferred Stock",Q,N,N,100,0.594724061500298,26065789000.0,301913000.0,148455000.0,421231000.0,0.016444430095449145
CBST,"Cubist Pharmaceuticals, Inc.","Cubist Pharmaceuticals, Inc. - Common Stock",Q,N,N,100,0.0,0.0,0.0,0.0,0.0,
CBSTZ,"Cubist Pharmaceuticals, Inc.","Cubist Pharmaceuticals, Inc. - Contingent Value Right",Q,N,N,100,0.0,0.0,0.0,0.0,0.0,
CCBG,Capital City Bank Group,Capital City Bank Group - Common Stock,Q,N,N,100,0.03950265430437654,3088953000.0,378423000.0,0.0,30807000.0,0.011365673871899592
CCCL,"China Ceramics Co., Ltd.","China Ceramics Co., Ltd. - Common Stock",G,N,D,100,0.0,366941000.0,9016000.0,0.0,-418674000.0,-1.169725501152476
CCCR,"China Commercial Credit, Inc.","China Commercial Credit, Inc. - Common Stock",S,N,E,100,0.0,0.0,0.0,0.0,-2000000.0,-inf
CCIH,ChinaCache International Holdings Ltd.,ChinaCache International Holdings Ltd. - American Depositary Shares,Q,N,N,100,-0.0,253424881.0333,15655714.1778,0.0,-55798216.445,-0.23467389478178377
CCLP,CSI Compressco LP,CSI Compressco LP - common units,Q,N,N,100,12.88087958607714,849929000.0,15276000.0,28758000.0,-36978000.0,-0.04588438940556772
CCMP,Cabot Microelectronics Corporation,Cabot Microelectronics Corporation - Common Stock,Q,N,N,100,0.909895058150542,2320409000.0,194328000.0,1454389000.0,39215000.0,0.05838241336803178
CCNE,CNB Financial Corporation,CNB Financial Corporation - Common Stock,Q,N,N,100,1.210452968527639,3763659000.0,192974000.0,0.0,40081000.0,0.011225017048549508
CCOI,"Cogent Communications Holdings, Inc.","Cogent Communications Holdings, Inc. - Common Stock",Q,N,N,100,-0.47521344861276815,932124000.0,399422000.0,0.0,37520000.0,0.0704333755082579
CCRN,"Cross Country Healthcare, Inc.","Cross Country Healthcare, Inc. - Common Stock",Q,N,N,100,0.4364085788774657,382374000.0,1032000.0,146023000.0,-57713000.0,-0.24525431435625683
CCUR,Concurrent Computer Corporation,Concurrent Computer Corporation - Common Stock,G,N,N,100,0.04193957132404119,65998000.0,8767000.0,4051000.0,681000.0,0.012805566002256488
CCXI,"ChemoCentryx, Inc.","ChemoCentryx, Inc. - Common Stock",Q,N,N,100,0.29978787878787877,209083000.0,39179000.0,0.0,-55489000.0,-0.32659030982201714
CDC,Compass EMP U S EQ Income 100 Enhanced Volatility Weighted Fund,Compass EMP U S EQ Income 100 Enhanced Volatility Weighted Fund,G,N,N,100,0.0,0.0,0.0,0.0,0.0,
CDK,"CDK Global, Inc.","CDK Global, Inc. - Common Stock",Q,N,N,100,-4.2760081823495035,3058900000.0,313100000.0,1572100000.0,124000000.0,0.10564880293090227
CDNA,"CareDx, Inc.","CareDx, Inc. - Common Stock",G,N,N,100,0.0,151736000.0,38200000.0,69398000.0,-21968000.0,-0.49771172232543387
CDNS,"Cadence Design Systems, Inc.","Cadence Design Systems, Inc. - Common Stock",Q,N,N,100,0.32261674499558385,3767973000.0,946285000.0,1037609000.0,988979000.0,0.5543358786242089
CDTI,"Clean Diesel Technologies, Inc.","Clean Diesel Technologies, Inc. - Common Stock",S,N,N,100,0.0,7763000.0,3254000.0,929000.0,-5283000.0,-1.4756983240223465
CDW,CDW Corporation,CDW Corporation - Common Stock,Q,N,N,100,3.454441320420702,7999400000.0,154000000.0,3147100000.0,736800000.0,0.15682268054402657
CDXS,"Codexis, Inc.","Codexis, Inc. - Common Stock",Q,N,N,100,0.24695546689159092,149073000.0,90500000.0,0.0,-11935000.0,-0.20376282587540334
CDZI,"Cadiz, Inc.","Cadiz, Inc. - Common Stock",G,N,N,100,-1.6755887868676782,76724000.0,15682000.0,0.0,-29528000.0,-0.4837325120408899
CECE,CECO Environmental Corp.,CECO Environmental Corp. - Common Stock,Q,N,N,100,0.33935352844568095,408637000.0,35602000.0,166311000.0,17707000.0,0.0856552698283702
CECO,Career Education Corporation,Career Education Corporation - Common Stock,Q,N,N,100,0.1667222299623828,598807000.0,47411000.0,95256000.0,55181000.0,0.12097382382601833
CELG,Celgene Corporation,Celgene Corporation - Common Stock,Q,N,N,100,1.6370480681724167,41363000000.0,9604000000.0,24390000000.0,4046000000.0,0.5490568598181571
CELGZ,Celgene Corporation,Celgene Corporation - Contingent Value Right,G,N,N,100,1.6370480681724167,41363000000.0,9604000000.0,24390000000.0,4046000000.0,0.5490568598181571
CEMI,"Chembio Diagnostics, Inc.","Chembio Diagnostics, Inc. - Common Stock",S,N,N,100,0.6879356976803236,56917338.0,21867892.0,8190105.0,-7865649.0,-0.29284594138031905
CEMP,"Cempra, Inc.","Cempra, Inc. - Common Stock",Q,N,N,100,0.0,0.0,0.0,0.0,0.0,
CENT,Central Garden & Pet Company,Central Garden & Pet Company - Common Stock,Q,N,N,100,0.6959288438735872,2025020000.0,497749000.0,432177000.0,92786000.0,0.08472879953684341
CENTA,Central Garden & Pet Company,Central Garden & Pet Company - Class A Common Stock Nonvoting,Q,N,N,100,0.6959288438735872,2025020000.0,497749000.0,432177000.0,92786000.0,0.08472879953684341
CENX,Century Aluminum Company,Century Aluminum Company - Common Stock,Q,N,N,100,0.06340740740740741,1499700000.0,38900000.0,0.0,-80800000.0,-0.055312157721796276
CERE,"Ceres, Inc.","Ceres, Inc. - Common Stock",S,N,D,100,0.03459372485921158,6743000.0,4152000.0,0.0,0.0,0.0
CERN,Cerner Corporation,Cerner Corporation - Common Stock,Q,N,N,100,0.2405149666645666,6894622000.0,441843000.0,1247597000.0,529454000.0,0.10171671230708168
CERS,Cerus Corporation,Cerus Corporation - Common Stock,G,N,N,100,0.35089041576106006,165535000.0,34986000.0,1448000.0,-71244000.0,-0.5518470035088806
CERU,Cerulean Pharma Inc.,Cerulean Pharma Inc. - Common Stock,G,N,N,100,0.0,0.0,0.0,0.0,0.0,
CETV,Central European Media Enterprises Ltd.,Central European Media Enterprises Ltd. - Class A Common Stock,Q,N,N,100,2.0339899681430054,1411162000.0,140323000.0,734269000.0,119134000.0,0.22202881264327115
CEVA,"CEVA, Inc.","CEVA, Inc. - Common Stock",Q,N,N,100,0.04246746059237847,297021000.0,22803000.0,64494000.0,28000.0,0.00013350880204459194
CFA,Compass EMP US 500 Volatility Weighted Index ETF,Compass EMP US 500 Volatility Weighted Index ETF,G,N,N,100,0.0,0.0,0.0,0.0,0.0,
CFBK,Central Federal Corporation,Central Federal Corporation - Common Stock,S,N,N,100,0.6921792064140158,786437000.0,37299000.0,0.0,4273000.0,0.005703889003094223
CFFI,C&F Financial Corporation,C&F Financial Corporation - Common Stock,Q,N,N,100,0.09927304943021154,1657432000.0,11464000.0,15337000.0,18859000.0,0.011565461468597125
CFFN,"Capitol Federal Financial, Inc.","Capitol Federal Financial, Inc. - Common Stock",Q,N,N,100,1.7178492335537892,9286275000.0,43051000.0,0.0,98927000.0,0.01070265093651306
CFGE,Calamos Focus Growth ETF,Calamos Focus Growth ETF,G,N,N,100,0.0,0.0,0.0,0.0,0.0,
CFNB,California First National Bancorp,California First National Bancorp - Common Stock,G,N,N,100,0.0,715585000.0,96055000.0,0.0,11123000.0,0.017953932820041
CFNL,Cardinal Financial Corporation,Cardinal Financial Corporation - Common Stock,Q,N,N,100,0.05402751577369039,4210514000.0,97832000.0,0.0,50491000.0,0.012276903490228518
CFO,Compass EMP US 500 Enhanced Volatility Weighted Index ETF,Compass EMP US 500 Enhanced Volatility Weighted Index ETF,G,N,N,100,0.0,0.0,0.0,0.0,0.0,
CFRX,ContraFect Corporation,ContraFect Corporation - Common Stock,S,N,N,100,0.938986104859566,17443435.0,10501589.0,0.0,-37684424.0,-5.428588303457034
CFRXW,ContraFect Corporation,ContraFect Corporation - Warrant,S,N,N,100,0.938986104859566,17443435.0,10501589.0,0.0,-37684424.0,-5.428588303457034
CFRXZ,ContraFect Corporation,ContraFect Corporation - Warrant,S,N,N,100,0.25062982046980536,35008709.0,24184140.0,0.0,-12794493.0,-1.1819863682332294
CG,The Carlyle Group L.P.,The Carlyle Group L.P. - Common Units,Q,N,N,100,0.0,35008709.0,24184140.0,0.0,0.0,0.0
CGEN,Compugen Ltd.,Compugen Ltd. - Ordinary Shares,G,N,N,100,0.0,172258000.0,38154000.0,0.0,-22599000.0,-0.16851846328222872
CGIX,"Cancer Genetics, Inc.","Cancer Genetics, Inc. - Common Stock",S,N,N,100,0.03161843515541265,20836000.0,2100000.0,6111000.0,-20373000.0,-1.6137029702970298
CGNX,Cognex Corporation,Cognex Corporation - Common Stock,Q,N,N,100,0.013257260033487988,1885935000.0,171431000.0,282935000.0,203865000.0,0.14240668804647208
CGO,Calamos Global Total Return Fund,Calamos Global Total Return Fund - Common Stock,Q,N,N,100,0.0,0.0,0.0,0.0,0.0,
CHCI,"Comstock Holding Companies, Inc.","Comstock Holding Companies, Inc. - Class A Common Stock",S,N,N,100,0.016513102788081848,19933000.0,3511000.0,1805000.0,893000.0,0.06109324758842444
CHCO,City Holding Company,City Holding Company - Common Stock,Q,N,N,100,0.006164292998451328,5018756000.0,140144000.0,120241000.0,89352000.0,0.018777854858311804
CHDN,"Churchill Downs, Incorporated","Churchill Downs, Incorporated - Common Stock",Q,N,N,100,2.1442061774542593,2551000000.0,96200000.0,736900000.0,137500000.0,0.08003958321206124
CHEF,"The Chefs' Warehouse, Inc.","The Chefs' Warehouse, Inc. - Common Stock",Q,N,N,100,1.1515004480060012,1013679000.0,140233000.0,336494000.0,24193000.0,0.045056168894053845
CHEV,Cheviot Financial Corp,Cheviot Financial Corp - Common Stock,S,N,N,100,0.12157713834747302,561908000.0,39339000.0,10556000.0,3079000.0,0.006013519187989367
CHFC,Chemical Financial Corporation,Chemical Financial Corporation - Common Stock,Q,N,N,100,1.029637028171327,22491765000.0,592758000.0,1160403000.0,284020000.0,0.013695232330970784
CHFN,Charter Financial Corp.,Charter Financial Corp. - Common Stock,S,N,N,100,0.26742121708584643,1625835302.0,170898878.0,42412208.0,14436105.0,0.010220076113725189
CHI,Calamos Convertible Opportunities and Income Fund,Calamos Convertible Opportunities and Income Fund - Common Stock,Q,N,N,100,0.0,0.0,0.0,0.0,0.0,
CHKE,Cherokee Inc.,Cherokee Inc. - Common Stock,Q,N,N,100,4.232374768089054,94324000.0,1656000.0,80866000.0,0.0,0.0
CHKP,Check Point Software Technologies Ltd.,Check Point Software Technologies Ltd. - Ordinary Shares,Q,N,N,100,0.0,20280000000.0,309455000.0,995513000.0,821305000.0,0.04328345796729091
CHLN,"China Housing & Land Development, Inc.","China Housing & Land Development, Inc. - Common Stock",S,N,D,100,0.0,20280000000.0,309455000.0,995513000.0,0.0,0.0
CHMG,Chemung Financial Corp,Chemung Financial Corp - Common Stock,Q,N,N,100,0.0,1787827000.0,121904000.0,22566000.0,15609000.0,0.009498240491871212
CHNR,"China Natural Resources, Inc.","China Natural Resources, Inc. - Common Stock",S,N,N,100,-0.0,1125796.0394,987670.476,0.0,-893777.1346,-6.470758291220124
CHOP,China Gerui Advanced Materials Group Limited,China Gerui Advanced Materials Group Limited - Ordinary Shares,Q,N,N,100,0.0,0.0,0.0,0.0,0.0,
CHRS,"Coherus BioSciences, Inc.","Coherus BioSciences, Inc. - Common Stock",G,N,N,100,0.11834926910867376,408927000.0,177668000.0,3563000.0,89833000.0,0.3945304265336238
CHRW,"C.H. Robinson Worldwide, Inc.","C.H. Robinson Worldwide, Inc. - Common Stock",Q,N,N,100,0.7489653911072646,4636549000.0,384424000.0,1384574000.0,664505000.0,0.23173258296016358
CHSCM,CHS Inc,"CHS Inc - Class B Reset Rate Cumulative Redeemable Preferred Stock, Series 3",Q,N,N,100,0.20779116251303695,16447494000.0,211179000.0,0.0,829880000.0,0.051112583119999826
CHSCN,CHS Inc,CHS Inc - Preferred Class B Series 2 Reset Rate,Q,N,N,100,0.20779116251303695,16447494000.0,211179000.0,0.0,829880000.0,0.051112583119999826
CHSCO,CHS Inc,CHS Inc - Class B Cumulative Redeemable Preferred Stock,Q,N,N,100,0.20779116251303695,16447494000.0,211179000.0,0.0,829880000.0,0.051112583119999826
CHSCP,CHS Inc,CHS Inc - 8%  Cumulative Redeemable Preferred Stock,Q,N,N,100,0.20419556750731077,17022615000.0,239799000.0,0.0,829880000.0,0.04944819748962272
CHTR,"Charter Communications, Inc.","Charter Communications, Inc. - Class A Common Stock",Q,N,N,100,2.5148036253776436,148188000000.0,3483000000.0,0.0,1668000000.0,0.011526899554265575
CHUY,"Chuy's Holdings, Inc.","Chuy's Holdings, Inc. - Common Stock",Q,N,N,100,1.153445233307342,446069000.0,10074000.0,0.0,6215000.0,0.014254750627874173
CHW,Calamos Global Dynamic Income Fund,Calamos Global Dynamic Income Fund - Common Stock,Q,N,N,100,0.0,0.0,0.0,0.0,0.0,
CHXF,WisdomTree China Dividend Ex,WisdomTree China Dividend Ex-Financials Fund,G,N,N,100,0.0,0.0,0.0,0.0,0.0,
CHY,Calamos Convertible and High Income Fund,Calamos Convertible and High Income Fund - Common Stock,Q,N,N,100,0.0,0.0,0.0,0.0,0.0,
CHYR,ChyronHego Corporation,ChyronHego Corporation - Common Stock,G,N,N,100,0.0,0.0,0.0,0.0,0.0,
CIDM,Cinedigm Corp,Cinedigm Corp - Class A Common Stock,G,N,N,100,-1.0095218487827475,95711000.0,14474000.0,16219000.0,-16233000.0,-0.24966932234150543
CIFC,CIFC Corp.,CIFC Corp. - Common Stock,S,N,N,100,0.8293379480210633,2282471000.0,38843000.0,80141000.0,334000.0,0.0001543804053363852
CIMT,"Cimatron, Limited","Cimatron, Limited - Ordinary Shares",S,N,N,100,0.0,0.0,0.0,0.0,0.0,
CINF,Cincinnati Financial Corporation,Cincinnati Financial Corporation - Common Stock,Q,N,N,100,0.08576642335766424,25408000000.0,767000000.0,0.0,1997000000.0,0.08104378880727243
CISAW,CIS Acquisition Ltd.,CIS Acquisition Ltd. - Warrant,S,N,D,100,0.0,0.0,0.0,0.0,0.0,
CISG,CNinsure Inc.,"CNinsure Inc. - American depositary shares, each representing 20 ordinary shares",Q,N,N,100,0.0,0.0,0.0,0.0,0.0,
CIZ,Compass EMP Developed 500 Enhanced Volatility Weighted Index ETF,Compass EMP Developed 500 Enhanced Volatility Weighted Index ETF,G,N,N,100,0.0,0.0,0.0,0.0,0.0,
CIZN,Citizens Holding Company,Citizens Holding Company - Common Stock,G,N,N,100,0.0,1195434000.0,15937000.0,0.0,5902000.0,0.005003827902911156
CJJD,China Jo,"China Jo-Jo Drugstores, Inc. - Common Stock",S,N,N,100,0.29407514901292936,85798498.0,11858985.0,3715629.0,-1317769.0,-0.018765253713394717
CKEC,"Carmike Cinemas, Inc.","Carmike Cinemas, Inc. - Common Stock",Q,N,N,100,0.8246287115868277,902561000.0,95367000.0,156000000.0,-448000.0,-0.0006879670267232192
CKSW,ClickSoftware Technologies Ltd.,ClickSoftware Technologies Ltd. - Ordinary Shares,Q,N,N,100,0.0,0.0,0.0,0.0,0.0,
CLAC,Capitol Acquisition Corp. II,Capitol Acquisition Corp. II - Common Stock,S,N,D,100,0.224999955000009,326316348.0,274005.0,0.0,-116505.0,-0.00035733088815399663
CLACU,Capitol Acquisition Corp. II,Capitol Acquisition Corp. II - Unit,S,N,D,100,0.224999955000009,326316348.0,274005.0,0.0,-116505.0,-0.00035733088815399663
CLACW,Capitol Acquisition Corp. II,Capitol Acquisition Corp. II - Warrant,S,N,D,100,0.0,0.0,0.0,0.0,0.0,
CLBH,Carolina Bank Holdings Inc.,Carolina Bank Holdings Inc. - Common Stock,G,N,N,100,0.4836348107250709,708890000.0,52465000.0,0.0,5767000.0,0.008785466732680809
CLCT,"Collectors Universe, Inc.","Collectors Universe, Inc. - Common Stock",G,N,N,100,0.09112995847689725,50054000.0,22189000.0,4471000.0,9977000.0,0.42647687441224247
CLDN,Celladon Corporation,Celladon Corporation - Common Stock,G,N,N,100,0.0,0.0,0.0,0.0,0.0,
CLDX,"Celldex Therapeutics, Inc.","Celldex Therapeutics, Inc. - Common Stock",Q,N,N,100,0.03889349754323272,122933000.0,11232000.0,48690000.0,-50878000.0,-0.8074463188967006
CLFD,"Clearfield, Inc.","Clearfield, Inc. - Common Stock",G,N,N,100,0.03238581854065238,83163430.0,10586850.0,9768218.0,4566156.0,0.0726998102577488
CLIR,ClearSign Combustion Corporation,ClearSign Combustion Corporation - Common Stock,S,N,N,100,0.04532147891141711,10942000.0,8552000.0,1285000.0,-8479000.0,-7.673303167420815
CLMS,"Calamos Asset Management, Inc.","Calamos Asset Management, Inc. - Class A Common Stock",Q,N,N,100,0.0,822716000.0,76550000.0,0.0,3327000.0,0.0044587933516134475
CLMT,"Calumet Specialty Products Partners, L.P.","Calumet Specialty Products Partners, L.P. - Common units representing limited partner interests",Q,N,N,100,56.0787037037037,1857800000.0,19100000.0,242600000.0,-43600000.0,-0.02731658417392394
